,UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure
1308,1,74786,2,4223,0,11.22238598,8.348301055
1309,1,200000,1,6195.0944,0,12.20607265,8.731513032
1310,1,21267,2,1543,0,9.964911855,7.341483852
1311,1,113000,2,3405.35,1,11.6351431,8.133103003
1312,1,149300,1,8994,0,11.91371298,9.104312967
1313,1,46200,1,2787.25,0,10.74073508,7.932810726
1314,1,56762,1,1038.8334,0,10.94662237,6.945853632
1316,1,43524,1,3488.6667,0,10.68106779,8.157274908
1317,1,290000,1,10715,2,12.5776362,9.279399908
1319,1,6270,6,2268,3,8.743531634,7.726653665
1321,1,183000,1,6941.3334,0,12.11724143,8.845249168
1322,1,72801,2,5458.75,0,11.19548497,8.604975105
1323,2,21762,1,2026.3333,0,9.987920609,7.613983183
1324,1,30012,1,2141.3333,0,10.30935258,7.669183951
1325,1,380710,2,4395.0944,0,12.84979321,8.388244289
1326,1,18942,1,2379.6667,2,9.849136958,7.774715715
1328,1,43000,1,7477.4667,0,10.66895539,8.919649337
1329,1,10000,1,11741.177,0,9.210340372,9.370857344
1330,1,49000,1,3073.55,0,10.79957558,8.030588524
1331,1,87940,1,4341.5167,0,11.38441004,8.375979036
1333,1,86000,2,4418.1,2,11.36210258,8.393465018
1334,1,14114,1,2010.3333,0,9.554922492,7.606055808
1335,1,20000,1,3056.3333,0,9.903487553,8.024971208
1336,1,52196,1,3368,0,10.86276114,8.122074375
1337,1,7200,1,4769.9167,0,8.881836305,8.47008412
1338,1,43626,1,4574,0,10.68340858,8.428143375
1339,1,160000,1,8439.75,0,11.98292909,9.040707966
1341,2,13722,1,1884.6667,0,9.526755663,7.541506267
1342,2,83986,1,7033.75,0,11.3384054,8.858475271
1343,1,76000,1,3004.0834,0,11.23848862,8.007727775
1344,2,27840,1,2703.4834,0,10.23422911,7.902296369
1345,1,62000,1,3847.25,3,11.03488966,8.255113886
1346,1,198000,1,10668,1,12.19602231,9.275003885
1347,1,66000,1,2982.75,0,11.09741002,8.000600973
1349,1,60300,1,6100.8333,4,11.00708738,8.716180647
1350,1,19200,1,963.1666,3,9.862665558,6.870226398
1351,1,79600,1,3662.9166,0,11.28476937,8.206014994
1352,1,140200,1,7675.6834,0,11.85082525,8.945812611
1353,2,98002,1,5740.3,2,11.49274317,8.655266753
1354,1,150200,1,16411.7611,0,11.91972302,9.705753497
1355,1,267999,1,6945.3333,0,12.49873853,8.845825245
1356,1,301080,1,37556.5664,2,12.61513129,10.53360351
1357,1,37216,1,13010,0,10.52449406,9.473473572
1358,1,52000,1,5926,0,10.858999,8.687104728
1359,1,17800,4,6065.75,0,9.786953736,8.710413474
1360,1,50996,1,13315.25,1,10.83950248,9.496665274
1361,1,74005,1,13203.5499,1,11.21188794,9.488241004
1362,2,11148,1,6742,0,9.319015389,8.816111896
1363,1,41460,1,8259.2831,0,10.63248439,9.019093071
1364,1,23000,1,10070.0001,2,10.04324949,9.217315996
1365,1,13998,2,3849,0,9.546669741,8.255568653
1366,1,2304,1,361,0,7.742402022,5.888877958
1368,1,47000,1,13149.3001,3,10.75790288,9.484123812
1369,2,41426,1,10915.25,0,10.63166398,9.297916173
1370,1,30000,1,9241.5999,0,10.30895266,9.131470299
1371,1,18970,1,8855,0,9.850614063,9.08873755
1372,1,21600,6,4051,0,9.980448594,8.306719043
1373,1,29000,1,6511.7501,0,10.27505111,8.781363532
1374,1,19000,1,5654.0001,2,9.852194258,8.640118556
1375,1,100000,1,23127.8501,0,11.51292546,10.0487928
1376,1,37774,1,8496.75,0,10.53937631,9.047439016
1377,1,162663,1,27892,0,11.99943585,10.23609519
1378,1,54326,1,8965,0,10.90275821,9.101083386
1379,1,83000,1,12108.5001,0,11.32659589,9.401662973
1380,1,69651,1,4822.75,0,11.15125234,8.481099584
1381,1,31866,1,7160.7501,0,10.36929489,8.876370017
1382,1,33252,1,6898,0,10.41187019,8.838986793
1383,1,150000,1,13807.6832,1,11.91839057,9.53298047
1384,1,28600,2,7726.6001,0,10.261162,8.952424213
1385,1,110000,1,20464.2501,0,11.60823564,9.926434745
1386,1,218000,1,38594.033,0,12.29225034,10.56085296
1387,1,43500,1,14317.9999,1,10.68051622,9.569272759
1388,1,27000,1,7951.5001,0,10.20359214,8.981115882
1389,1,27980,1,4869.9999,0,10.23924525,8.490849196
1390,1,8152,1,1457.5999,0,9.006018575,7.284546458
1392,1,78026,1,13710.25,0,11.26479738,9.525899007
1393,1,21762,1,2594,0,9.987920609,7.860956365
1394,1,60500,1,16418,4,11.01039864,9.706133573
1395,1,34000,1,8718.2,1,10.4341158,9.073168074
1396,1,24434,1,13467,0,10.10373088,9.507997527
1397,1,26052,1,8610.25,0,10.16784982,9.060708633
1398,1,44780,1,12318.2501,0,10.70951689,9.41883719
1399,1,15168,2,11176.2999,1,9.626943224,9.321550735
1400,1,153000,1,23225.2501,1,11.9381932,10.05299533
1401,1,17202,2,2463.7501,0,9.752780935,7.809439899
1402,1,83120,5,7453.0001,1,11.32804063,8.916371928
1403,1,9400,1,8352.6499,2,9.148464968,9.030334121
1404,2,38152,1,14367,0,10.54933346,9.572689189
1405,1,83000,1,17672.5,0,11.32659589,9.779765038
1407,1,54166,1,9365.5002,0,10.89980868,9.144788025
1408,1,27332,1,7358.5001,0,10.21581346,8.9036114
1409,1,5661,2,4179,2,8.641355834,8.337827262
1410,1,95452,1,13274,0,11.46637878,9.493562514
1411,1,83569,1,36756,0,11.33342792,10.51205676
1412,1,110000,1,25732,2,11.60823564,10.15549063
1413,1,139000,1,16075.5001,1,11.84222921,9.685051659
1414,2,19000,1,12085.5,0,9.852194258,9.399761666
1415,2,400,1,3059.75,0,5.991464547,8.026088492
1416,1,134322,1,12940.5001,0,11.80799518,9.468117215
1417,1,14938,1,13777.9001,0,9.611663581,9.530821145
1418,1,2000,1,4799.5499,0,7.60090246,8.476277422
1419,1,7000,1,11928.8333,2,8.853665428,9.386713715
1420,1,471252,4,27002.8164,1,13.06314826,10.20369645
1421,1,23400,1,3912.7501,0,10.0604913,8.271995756
1422,1,31626,1,10724,0,10.36173485,9.280239499
1423,1,122000,1,27796.5,0,11.71177632,10.23266539
1424,1,40000,1,26365.2832,0,10.59663473,10.17980339
1425,1,58000,1,7068,0,10.96819829,8.863332833
1427,1,188200,1,23610.25,0,12.14526051,10.06943622
1428,1,55240,2,3349.6,1,10.91944261,8.116596215
1429,1,14574,1,3606,0,9.586994398,8.190354404
1430,1,150000,1,18160,1,11.91839057,9.806976652
1431,1,230,2,2644.5,0,5.438079309,7.880237291
1432,1,70186,1,13705.4999,0,11.15890414,9.525552484
1433,1,30000,2,4470.7999,0,10.30895266,8.40532262
1434,1,162000,1,27687.5499,2,11.99535161,10.22873813
1435,1,136408,1,26007.2501,0,11.82340567,10.16613063
1436,1,38600,1,10684,6,10.56100756,9.276502574
1437,1,17958,1,4168,0,9.795790977,8.335191583
1438,1,130426,1,40512.5332,0,11.7785613,10.60936667
1439,1,178000,1,25624.25,2,12.08953883,10.15129445
1440,1,100000,1,27665.7999,1,11.51292546,10.22795227
1441,1,37320,1,10889,0,10.52728465,9.295508384
1442,1,756,2,9596.1,2,6.628041376,9.169112045
1443,1,70801,1,14094.7501,0,11.1676284,9.553557674
1444,1,20546,1,6211,0,9.930421554,8.734077193
1445,1,42000,1,11677.25,2,10.6454249,9.365397783
1446,1,10116,1,3435,0,9.221873608,8.141772205
1447,1,11418,1,4586.4999,2,9.342946337,8.430872463
1448,2,83252,1,12109,0,11.32962743,9.401704257
1449,1,230600,1,23873.0001,2,12.34843989,10.0805034
1450,1,63000,1,9979.0001,0,11.05089001,9.208238174
1451,2,2000,1,7312.6499,0,7.60090246,8.89736099
1452,1,130200,1,14868.25,0,11.77682701,9.606983346
1453,1,37000,1,12736.7501,0,10.51867319,9.452246802
1454,1,206000,1,27029.7832,0,12.23563145,10.20469462
1455,2,2080,1,4780,0,7.640123173,8.472195825
1456,1,184000,1,30419.2499,0,12.12269104,10.32283091
1457,1,130000,6,16702.7833,0,11.77528973,9.723330649
1458,1,39744,1,9574,0,10.59021417,9.16680637
1459,1,40800,1,6716,0,10.61643736,8.812248018
1460,1,80000,1,7479,0,11.28978191,8.919854372
1461,1,171201,1,27053.6333,1,12.05059358,10.20557659
1462,2,32186,3,10276,0,10.37928685,9.237566358
1463,1,53252,1,22222,0,10.88279064,10.00883807
1464,1,53017,2,13759.5001,0,10.8783679,9.529484781
1465,1,24562,1,14322.2499,0,10.10895581,9.569569544
1466,1,50706,1,8905.5001,0,10.83379953,9.094424354
1467,1,100000,1,23935.7499,0,11.51292546,10.08312843
1468,1,3456,1,5958,0,8.14786713,8.692490133
1469,1,21770,1,5741,0,9.988288154,8.65538869
1470,1,107200,4,13498.5001,0,11.58245153,9.510333855
1471,1,24526,1,38112,0,10.10748906,10.54828447
1472,1,65000,1,13474.2501,3,11.08214255,9.508535743
1473,1,65400,1,15714.5,0,11.08827754,9.662339132
1474,1,686267,1,53214.7833,2,13.43902204,10.88209152
1475,1,22071,1,4009.5001,0,10.00201981,8.296421849
1476,1,8076,1,1834.5,0,8.996651979,7.514527244
1477,1,1860,2,2853,0,7.528331767,7.956126351
1479,1,203186,1,36692.1999,0,12.22187709,10.51031947
1480,1,70000,1,20074.9999,0,11.15625052,9.907230534
1481,1,364510,1,20247.2499,0,12.80630926,9.915774256
1482,1,193000,4,38294.2331,0,12.17044547,10.55305459
1483,1,45000,2,9231.7501,0,10.71441777,9.130403919
1484,1,53000,1,10450.7501,0,10.87804719,9.254429035
1485,1,110800,6,23198.9998,2,11.61548205,10.05186444
1486,1,107000,1,10567.2001,0,11.58058411,9.265510153
1488,1,150800,1,35912.7501,0,11.92370973,10.48884767
1489,1,11900,1,14084.4999,1,9.384293679,9.552830174
1490,1,10015,1,5678,0,9.211839248,8.644354337
1491,1,50000,1,16976.4999,2,10.81977828,9.739585308
1492,1,189000,1,21670.6498,0,12.14950229,9.98371408
1493,1,10000,1,6632.25,0,9.210340372,8.799699392
1495,1,381484,1,57067.2832,2,12.85182419,10.95198626
1496,1,1400,1,2100.7501,0,7.244227516,7.65004975
1497,1,94000,1,13940.9997,0,11.45105006,9.542589396
1498,1,224000,1,30281.25,0,12.31940133,10.31828399
1499,1,105050,1,10307.5,0,11.56219171,9.240627065
1500,1,11226,1,14735.9,2,9.325987796,9.598041972
1501,1,93526,1,13667.25,0,11.44599475,9.522757739
1502,1,343284,1,31387.2833,0,12.74631337,10.3541581
1503,1,18000,1,7762.75,2,9.798127037,8.957091932
1504,1,16866,1,2744.5,0,9.73305504,7.917354188
1505,1,145778,1,29469.2499,2,11.8898402,10.29110262
1506,1,31600,1,10150.75,2,10.3609124,9.225302873
1507,1,181430,1,13473.1999,0,12.10862518,9.508457799
1508,1,25000,1,5008.2501,0,10.1266311,8.518841852
1510,1,2691,1,717.5001,0,7.897668151,6.575773087
1511,1,95000,1,11797.0001,0,11.46163217,9.375600549
1512,1,40000,1,11764.2499,0,10.59663473,9.372820542
1513,1,140000,1,20034.5501,1,11.8493977,9.905213567
1514,1,17000,1,2250.0999,0,9.740968623,7.718729894
1515,1,47550,1,7423,0,10.76953707,8.912338567
1516,1,26196,1,23112.3999,0,10.17336201,10.04812454
1517,1,64000,1,4305,0,11.06663836,8.367532417
1518,2,41652,1,19746.5,0,10.63710467,9.890731539
1519,1,73100,1,11726.7499,3,11.19958365,9.369627827
1520,1,74492,2,12769.4998,3,11.21844702,9.454814778
1521,2,40180,1,10844,0,10.60112464,9.291367211
1522,1,26191,2,6536.0001,3,10.17317112,8.785080652
1523,1,9000,1,9181.2501,1,9.104979856,9.124918651
1524,1,68000,1,19935.4001,0,11.12726298,9.90025233
1525,1,14000,2,3907.75,0,9.546812609,8.27071704
1527,1,54000,1,11528.75,2,10.89673933,9.352599195
1528,1,112752,1,11150,0,11.632946,9.319194777
1529,1,216500,1,22883.0001,2,12.28534583,10.03814956
1530,1,9499,1,5841,0,9.158941809,8.672657294
1531,1,1626,2,7382.25,0,7.39387829,8.906833749
1532,1,28275,1,5854.25,1,10.2497333,8.674923172
1533,2,74800,1,18877.7501,1,11.22257316,9.845739264
1534,1,26970,1,9076,0,10.20248042,9.113388846
1535,2,39672,1,9813,0,10.58840093,9.191463316
1536,1,48526,1,4381,0,10.78985502,8.385032288
1537,2,31572,1,6864.5,0,10.36002593,8.834118482
1539,1,61800,1,8727,0,11.03165864,9.074176947
1540,1,150000,1,22025.5,0,11.91839057,9.999956152
1541,1,206040,1,21913.75,0,12.2358256,9.994869573
1542,1,130225,1,15356.3502,0,11.777019,9.639284361
1543,1,102946,1,19136.0001,3,11.54195986,9.859326662
1544,1,82000,1,12455.8501,0,11.31447453,9.429945679
1545,1,32052,1,9833,0,10.37511486,9.193499355
1546,1,105050,1,15095.2501,0,11.56219171,9.62213541
1547,1,213000,2,19472.8001,1,12.26904744,9.876773904
1548,1,42010,2,10358.5,1,10.64566296,9.245562718
1549,1,82350,1,28599.4999,0,11.31873374,10.26114451
1550,1,38000,1,6244.75,0,10.54534144,8.73949639
1551,1,77000,1,9308.7501,2,11.2515607,9.138710108
1552,1,2000,1,29356.0999,1,7.60090246,10.28725564
1553,1,155200,6,16596.65,0,11.95246989,9.716956147
1555,1,150000,1,12976.2501,0,11.91839057,9.47087605
1556,1,205000,1,24697.4998,2,12.23076526,10.11445729
1557,1,31500,1,7969.4999,2,10.35774282,8.983377022
1559,1,12952,1,6977,0,9.469005495,8.850374304
1560,2,38264,1,8371.0001,0,10.55226479,9.032528643
1561,1,102450,1,10632.75,0,11.53713015,9.27169414
1562,1,150025,1,28611.9999,1,11.91855723,10.26158149
1564,1,15861,2,6990,2,9.671618545,8.852235835
1565,1,103250,1,17120.4999,1,11.54490851,9.748031849
1566,1,24798,1,23242,0,10.11851828,10.05371627
1567,1,2400,1,3464,0,7.783224016,8.15017927
1568,1,51000,1,14037.25,3,10.83958091,9.549469789
1569,1,68181,1,6089.5,0,11.12992121,8.714321256
1570,1,66000,1,15118,3,11.09741002,9.623641366
1573,1,23958,1,6056.75,1,10.08405758,8.708928632
1574,1,46000,1,8037.7499,0,10.73639668,8.99190446
1575,1,184000,1,23668.25,0,12.12269104,10.07188977
1576,1,143000,1,23986.1333,1,11.87059991,10.08523116
1577,1,97213,1,13822.9999,0,11.48465973,9.534089143
1578,1,2341,2,3099.6001,0,7.758333467,8.039028382
1579,1,3252,1,14178.25,0,8.087025471,9.559464379
1580,1,68052,2,13094,0,11.1280274,9.479909389
1581,2,1900,1,8521.2499,0,7.549609165,9.050318311
1582,1,82000,1,12701.95,0,11.31447453,9.449510804
1583,1,132000,1,19725.2502,3,11.7905572,9.88965483
1584,1,60007,1,9285.6499,0,11.0022165,9.136225466
1585,1,96546,1,13695.9,0,11.47777486,9.524851797
1586,1,94000,1,14071.75,1,11.45105006,9.55192452
1587,1,69200,1,11631.0001,0,11.14475614,9.361429235
1588,1,104000,1,17011.9999,0,11.55214618,9.74167425
1589,1,62436,1,34014.5309,0,11.04189731,10.43454309
1590,1,36000,1,10184.0002,0,10.49127422,9.22857316
1591,1,30000,2,5020.1999,0,10.30895266,8.521225033
1592,1,2087,1,4806.9999,1,7.643482907,8.477828447
1595,1,29000,2,5919.7501,0,10.27505111,8.686049514
1596,1,90932,1,17336.2501,0,11.41786725,9.76055497
1597,1,30000,4,10545.25,1,10.30895266,9.263430801
1599,1,81000,1,25323.0333,0,11.30220443,10.13946967
1600,1,76304,1,44958.4999,0,11.24248064,10.71349512
1601,1,34000,1,8691.25,2,10.4341158,9.070072051
1602,1,26732,1,4872,2,10.19361663,8.491259809
1603,1,129000,1,17280.5001,1,11.76756768,9.757333983
1604,1,66000,1,14060.25,0,11.09741002,9.551106946
1605,1,160200,1,11684,1,11.98417831,9.365975664
1606,1,10960,4,9783.4999,2,9.302007561,9.188452562
1607,1,52000,2,8010.5,0,10.858999,8.98850846
1608,1,77000,1,12317.4499,0,11.2515607,9.418772227
1609,1,46000,1,8226.2832,0,10.73639668,9.015089576
1611,1,22000,2,5480.75,0,9.998797732,8.608997232
1612,1,34556,1,6448,0,10.45033648,8.771525284
1613,1,95000,1,9856.0001,0,11.46163217,9.195835696
1614,1,28050,1,5726,5,10.24174391,8.652772486
1615,1,150000,1,15325.7501,2,11.91839057,9.637289706
1616,1,33000,1,15463.9331,0,10.40426284,9.646265695
1617,1,21612,1,5844,0,9.981003995,8.673170773
1618,1,30326,1,17104.3999,0,10.31976071,9.747091013
1619,1,443484,1,69696.2331,1,13.002417,11.15190155
1621,1,47655,6,10937.25,0,10.77174284,9.299929673
1622,1,18626,1,8634,0,9.832313733,9.063463176
1623,1,358084,1,22400.2833,0,12.78852287,10.01682889
1624,1,43698,1,8142.25,0,10.68505761,9.004821834
1625,1,433084,1,25235.0333,0,12.97868698,10.13598852
1626,1,48020,2,16127.2499,3,10.77937287,9.688265661
1627,2,36226,1,3707.7501,0,10.49753237,8.21818053
1628,1,68112,1,7707.2499,0,11.12890869,8.94991671
1629,1,123226,2,7792.8999,0,11.72177535,8.960968329
1630,1,959562,1,32364.5332,0,13.77423221,10.38481845
1631,1,118000,1,7714.95,4,11.6784399,8.950915284
1632,1,43581,1,10905,0,10.68237655,9.296976679
1633,1,118000,1,14501.7499,0,11.6784399,9.582024604
1634,1,20826,1,10680,0,9.943957485,9.276128113
1635,1,76026,1,9240.8,0,11.23883067,9.131383741
1636,1,134000,1,10246.75,0,11.80559508,9.234715861
1637,1,67000,1,10907.5001,2,11.1124479,9.297205914
1639,1,80000,1,15514.0999,0,11.28978191,9.64950456
1640,1,47000,1,12668.0001,2,10.75790288,9.446834416
1641,1,3060,1,7638,0,8.026170195,8.940891068
1642,1,20000,1,5890,0,9.903487553,8.681011277
1643,1,88000,1,20908,0,11.38509209,9.94788714
1644,1,343284,4,47083.2832,2,12.74631337,10.7596733
1645,1,11238,1,2307,0,9.327056172,7.743703258
1646,1,155000,1,22669.5001,1,11.9511804,10.02877569
1648,1,14364,2,5527.5,0,9.572480355,8.617490913
1649,1,31786,1,7499.4999,0,10.36678122,8.922591617
1650,1,686167,1,71895.9671,3,13.43887632,11.18297545
1651,1,15786,1,3982,0,9.66687875,8.289539485
1652,1,464710,1,48309.5,0,13.04916883,10.78538351
1653,1,150000,1,42562.2832,2,11.91839057,10.65872377
1654,2,50000,1,8979.25,0,10.81977828,9.102671639
1656,1,12482,1,3488,1,9.432042885,8.157083785
1657,2,3826,2,8820,0,8.24957515,9.084777149
1658,1,35000,1,7334.5001,0,10.46310334,8.900344536
1659,2,14123,1,4440,2,9.555559953,8.398409655
1660,1,32000,1,11914.5499,2,10.37349118,9.385515613
1661,1,15000,2,5501.0001,1,9.61580548,8.612685191
1662,1,3950,1,12118.5001,2,8.281470858,9.402488498
1663,1,38106,1,4486,0,10.54812703,8.408716715
1664,1,300,1,4147.9999,0,5.703782475,8.330381545
1665,1,138200,1,19814.25,1,11.83645719,9.894156655
1666,1,85132,1,8207.0001,0,11.35195827,9.01274274
1667,2,45004,1,30957.7501,0,10.71450665,10.34037865
1668,1,11856,1,6120,0,9.380589348,8.719317376
1669,1,3252,1,5416,0,8.087025471,8.597112815
1670,1,31732,1,5475,0,10.36508091,8.607947555
1671,1,70000,1,15557.75,2,11.15625052,9.652314186
1672,1,53933,1,27987.2475,0,10.89549781,10.23950424
1673,1,140030,1,38504.5664,2,11.84961196,10.55853212
1674,1,71840,1,11127.1501,2,11.1821967,9.317143356
1675,2,40551,1,4114.4999,0,10.61031572,8.322272575
1676,1,75000,4,16855,2,11.22524339,9.732402628
1677,1,146800,1,35792,3,11.8968264,10.48547968
1678,1,220000,1,39917,1,12.30138283,10.59455758
1679,1,433084,1,35248.2171,0,12.97868698,10.47017023
1680,1,37200,1,10229.4,0,10.52406404,9.233021206
1681,1,66875,1,9762.2499,0,11.11058048,9.186278175
1682,1,77020,1,9835.75,0,11.25182041,9.193778986
1683,1,70000,1,13990.75,2,11.15625052,9.546151676
1684,2,6690,1,4033,0,8.808369153,8.302265795
1685,1,25000,1,16133.2501,0,10.1266311,9.688637645
1686,1,120100,2,13263.9998,0,11.69608001,9.492808862
1688,1,60000,1,11175.7499,1,11.00209984,9.321501522
1689,2,20045,1,2895,0,9.905735025,7.97074039
1690,1,110000,1,9175.9999,0,11.60823564,9.124346648
1691,1,123950,4,21069.1501,0,11.72763354,9.955565169
1692,1,26706,1,6526.25,5,10.19264354,8.783587785
1693,1,344020,1,70614.9664,0,12.74845507,11.16499739
1694,1,45600,1,7557,3,10.727663,8.930229565
1695,1,18840,1,6893,0,9.843737548,8.838261683
1696,1,49000,2,12573.2501,2,10.79957558,9.439326828
1697,1,64000,1,11230,0,11.06663836,9.326344048
1698,1,152200,1,26489.2832,1,11.93295072,10.18449552
1699,1,17926,1,8318,0,9.794007452,9.02617712
1700,1,11500,1,20761,0,9.350102314,9.940831506
1701,1,177000,4,19742.5,0,12.08390501,9.890528951
1702,1,105752,1,26156,0,11.56885201,10.17183389
1703,1,87720,2,13463.0001,0,11.3819052,9.507700468
1704,1,1084,1,5011.2999,0,6.988413182,8.519450622
1705,1,100000,1,21669.5,2,11.51292546,9.983661021
1706,1,82236,1,29740,0,11.31734844,10.30024822
1707,1,4800,6,6653.5501,1,8.476371197,8.802905841
1708,2,169360,1,16457.0499,1,12.03978191,9.70850923
1709,1,60000,1,17320.5,0,11.00209984,9.75964605
1710,1,76626,1,15175.6,0,11.24669172,9.627444154
1711,1,37626,1,48285,0,10.53545058,10.78487623
1712,1,110122,1,13541,0,11.60934412,9.513477399
1713,1,13440,4,11747.6,0,9.505990614,9.371404243
1714,1,141085,1,26117.7499,3,11.85711782,10.17037043
1715,1,104000,1,19189.5,2,11.55214618,9.862118533
1716,1,84052,2,13225,0,11.33919093,9.489864257
1717,1,130000,1,13911.25,2,11.77528973,9.540453144
1718,1,17934,1,4962,0,9.794453632,8.509564164
1719,1,54100,1,13698.7501,0,10.89858946,9.525059874
1720,1,78000,1,8054.8,0,11.26446411,8.994023466
1722,1,756,4,9330.4998,0,6.628041376,9.141043862
1723,2,55000,1,9979.0001,1,10.91508846,9.208238174
1724,1,2035,1,7081,1,7.618251098,8.86517042
1725,1,54000,1,12344.5,1,10.89673933,9.420965899
1726,1,185000,4,7719.2501,1,12.1281111,8.951472501
1727,1,18626,1,8604,0,9.832313733,9.05998249
1728,1,17331,1,4388,0,9.760252084,8.386628821
1729,1,86000,2,11776.75,3,11.36210258,9.373882528
1730,1,61323,5,46596.0001,0,11.02391026,10.74926998
1731,1,65000,1,12626.3,0,11.08214255,9.443537219
1732,1,48200,1,15614.0001,0,10.7831143,9.655923233
1733,1,195000,1,30733.9998,0,12.18075484,10.33312481
1734,1,40026,1,3389,0,10.59728452,8.128290172
1735,1,194810,1,21156.0001,0,12.17978,9.959678837
1736,1,93600,1,10602,0,11.44678566,9.268797942
1737,1,69200,4,7624.7501,0,11.14475614,8.939154827
1738,1,163526,1,18436.7499,0,12.00472728,9.822101229
1740,1,125000,4,16818.7501,0,11.73606902,9.73024962
1741,1,25000,2,6106.2501,0,10.1266311,8.717068132
1742,1,160000,1,10655.2832,1,11.98292909,9.273811123
1743,1,23623,1,16569.5999,0,10.06997609,9.715324964
1745,1,47355,1,33738.3001,0,10.76542769,10.42638897
1746,1,197000,1,26841.2333,2,12.19095901,10.19769454
1747,1,132000,1,14352.5,0,11.7905572,9.571679422
1748,1,65000,1,18871.6501,0,11.08214255,9.84541608
1749,1,60000,1,8855,0,11.00209984,9.08873755
1751,1,1838,1,2713,0,7.516433303,7.905810313
1753,1,155000,1,12881.5001,0,11.9511804,9.46354746
1754,1,42997,6,31513,0,10.66888562,10.35815544
1755,2,68026,1,13946.0001,0,11.12764526,9.542948015
1756,1,102829,1,3745,0,11.54082269,8.228176896
1757,1,71000,1,8229.0001,0,11.17043516,9.015419792
1758,1,142200,1,17671.7501,2,11.8649898,9.779722604
1759,1,70426,1,40267.25,0,11.16231779,10.60329376
1760,1,22271,2,11487,0,10.01104066,9.34897124
1761,1,60000,2,17342.7501,1,11.00209984,9.760929836
1762,1,60001,4,10674.5,0,11.00211651,9.275612999
1763,1,45900,2,11102.8999,0,10.7342204,9.314961605
1764,1,30000,1,10998.25,1,10.30895266,9.305491448
1765,1,15114,1,2992,0,9.623376746,8.003697339
1766,1,43000,2,13772.65,0,10.66895539,9.530440021
1767,1,7806,2,2641,0,8.962647948,7.878912912
1768,1,17293,1,5177,0,9.758057074,8.551981017
1769,1,23606,1,5995.75,0,10.0692562,8.698806164
1770,1,22000,1,7040.75,0,9.998797732,8.859469978
1771,1,34346,1,19478.2477,0,10.44424084,9.877053619
1773,1,155000,2,36276.6999,1,11.9511804,10.49893094
1775,1,52030,1,9516.5,0,10.85957575,9.160782413
1776,1,69045,1,7482.5,0,11.14251374,8.92032224
1777,2,24516,1,9605,0,10.10708124,9.170039075
1778,1,199000,1,40313.0001,0,12.2010601,10.60442928
1779,1,20000,6,7745.5,1,9.903487553,8.954867309
1780,1,58000,1,11753.25,0,10.96819829,9.371885077
1781,1,23035,1,6768,1,10.04477008,8.819960901
1782,1,343284,1,73449.0332,2,12.74631337,11.20434702
1783,1,45720,2,4472,0,10.73029112,8.405591015
1784,2,225000,1,22521.6833,0,12.32385568,10.02223383
1785,1,5798,1,4109.9999,1,8.665268309,8.321178283
1786,1,64960,1,10979,2,11.08152697,9.303739636
1788,1,16878,1,4333,0,9.733766278,8.374015422
1790,1,700,1,6288,0,6.551080335,8.746398334
1791,1,286000,2,52709.5333,0,12.56374709,10.87255162
1792,1,81222,1,16269.9501,0,11.30494143,9.697075133
1793,1,52800,1,7677,2,10.87426647,8.945984125
1794,1,22218,1,5680,0,10.00865805,8.644706512
1795,1,1746,4,5443,0,7.465082736,8.602085658
1796,1,106006,1,32295.25,1,11.57125098,10.38267544
1797,1,355310,1,44623.75,4,12.78074593,10.70602151
1798,1,29106,1,5295.3333,0,10.27869962,8.574581202
1799,1,111700,1,7531.7999,0,11.62357199,8.926889323
1800,2,36000,1,6250.1333,0,10.49127422,8.740358071
1801,1,475,1,1168,0,6.163314804,7.063048163
1802,2,2304,1,3245.3333,0,7.742402022,8.084973336
1803,1,111000,4,9715.3334,2,11.61728548,9.181460679
1804,1,32552,1,9619.3222,0,10.39059409,9.171529084
1805,1,45000,1,4177.8334,0,10.71441777,8.337548066
1806,1,20824,1,3902,0,9.943861447,8.269244521
1807,1,16440,1,10983.1001,0,9.707472669,9.304113016
1808,1,17808,1,3926.2334,3,9.787403074,8.275435823
1809,1,160000,4,14607.5221,3,11.98292909,9.589291887
1810,1,76000,1,13957,0,11.23848862,9.543736454
1811,1,80000,1,18201.8555,4,11.28978191,9.809278818
1812,1,5728,1,4496.3333,0,8.653121709,8.411017521
1813,1,30808,1,7355,0,10.33552968,8.903135633
1814,1,1626,1,16684.9333,1,7.39387829,9.722261394
1815,1,60000,1,10010,2,11.00209984,9.211339872
1816,1,62101,1,6754.3333,0,11.03651737,8.817939548
1817,1,25592,1,10665.6667,0,10.15003508,9.274785142
1818,1,29220,1,4557.3333,0,10.28260869,8.424492929
1819,1,37826,4,2768,0,10.54075198,7.925880317
1820,1,120000,1,43628.6667,2,11.69524702,10.68346971
1821,1,22068,1,2107.3333,0,10.00188387,7.653178588
1822,1,15012,1,1667.6667,0,9.61660516,7.419180743
1823,2,86052,1,8248,0,11.36270704,9.017726026
1824,1,48000,1,12210.5,5,10.77895629,9.410051516
1825,1,250060,1,45537.0221,1,12.42945617,10.72628095
1826,1,86152,1,13344.8333,0,11.36386846,9.49888457
1827,1,23930,2,6280.3999,2,10.08288818,8.745188936
1828,1,100171,1,13737.5334,0,11.514634,9.52788703
