UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure
1,107273,1,11516,0,11.67,8.07
1,4161,1,1763,0,8.86,6.77
1,57032,1,20715,0,11.06,9.05
1,50807,1,10571,1,11.03,9.72
1,126657,1,425,0,11.70,8.60
1,8417,1,9012,2,9.99,8.26
1,29401,1,16192,0,9.99,7.81
1,125430,1,6732,0,11.48,7.66
1,81890,1,15933,0,10.85,8.21
1,24668,1,16408,2,10.49,7.79
1,157664,1,5181,0,12.34,7.95
1,42194,1,20671,0,9.08,7.30
1,17038,1,692,0,10.30,7.37
1,166005,1,39705,0,12.26,9.78
1,30413,1,10994,0,10.89,8.01
1,24860,1,3359,0,9.68,9.16
2,45985,2,5591,1,9.67,9.20
1,45901,4,12713,0,10.27,8.72
1,44703,1,6017,0,9.94,7.60
1,92884,1,17918,0,10.74,8.36
1,123917,1,4765,0,11.78,8.74
1,71590,1,8262,0,11.37,8.82
1,33879,2,10870,1,10.00,8.68
1,154354,1,7321,0,12.07,9.48
1,60828,1,17614,0,11.47,9.56
1,338013,1,26960,0,12.65,10.24
1,7913,2,1991,0,5.35,7.24
1,286,2,3389,2,10.86,9.95
1,79478,1,13423,0,11.33,8.67
1,54809,1,12076,1,11.09,9.84
1,37839,1,1445,0,10.42,9.61
1,464504,1,63708,0,7.55,10.77
1,94639,1,10289,0,11.47,9.41
1,19122,1,6888,1,8.14,8.75
1,140248,1,15596,0,11.93,8.99
1,21866,1,616,1,10.56,8.72
1,16387,1,9328,0,6.82,8.38
1,5010,1,14220,0,8.08,8.00
1,138398,1,20547,3,11.76,8.87
1,86202,1,16286,0,11.24,9.30
1,15592,1,18911,0,9.82,8.00
1,21963,2,2627,2,9.38,8.80
1,15698,1,9233,0,8.69,7.76
1,49456,1,775,1,11.32,8.19
1,2228,1,5880,0,8.81,7.41
1,161707,1,29519,0,11.96,10.71
1,10155,2,7407,0,7.56,6.04
1,25263,1,8042,0,9.39,8.13
1,57082,4,17167,2,11.05,8.79
1,57746,1,4128,0,10.67,7.78
1,128316,1,17622,0,11.63,9.88
1,35389,1,11617,0,10.28,9.46
1,158998,1,28551,1,12.23,10.44
1,89330,2,11836,1,11.10,9.07
1,60289,1,3530,0,11.40,8.45
1,160519,6,10629,2,11.71,9.04
1,82253,1,21818,0,10.60,10.27
1,2235,1,18440,0,10.61,9.06
1,92889,1,7146,0,11.46,8.19
1,147490,1,7411,0,11.96,9.93
1,118158,1,21249,0,11.78,8.55
1,34862,1,13137,0,8.35,5.67
1,50350,1,8976,1,10.86,8.33
1,38910,1,16903,0,7.81,8.47
1,286926,4,1538,1,12.82,9.89
1,70165,1,12224,0,10.77,9.09
1,101713,1,11166,0,11.68,8.71
1,51982,1,18402,1,11.16,8.60
2,196729,1,12558,3,12.14,10.02
1,276686,1,31665,2,12.84,10.44
1,163881,1,74911,0,11.96,11.09
1,44199,1,16717,0,10.33,8.55
1,405024,1,28733,0,13.27,10.08
1,51774,1,11954,0,11.07,9.44
1,20581,1,15133,2,10.62,9.33
1,36311,1,21257,0,10.02,8.23
2,39886,1,14842,0,10.24,8.24
1,1988,1,20541,0,10.47,8.31
1,104700,1,29832,2,11.62,10.35
2,119554,1,13037,0,11.50,8.70
1,6245,1,15939,0,10.48,8.71
1,233781,1,7504,0,12.09,9.20
1,92902,1,5820,1,10.78,9.34
1,351244,1,20774,3,12.43,9.86
2,20961,2,7507,0,10.40,7.76
1,26824,1,21350,2,10.49,8.60
1,109743,1,18212,0,11.58,9.90
1,122003,1,4692,0,11.91,10.01
1,57725,1,17701,0,11.31,7.53
1,62304,1,21004,0,10.82,8.07
1,21294,1,5983,1,8.83,8.56
1,29108,4,14221,0,9.59,7.74
1,73795,1,16455,0,10.76,8.74
2,12620,1,1870,0,8.29,7.74
1,107166,1,17512,2,11.91,8.88
1,5796,1,6653,0,10.28,8.30
1,37687,1,15112,0,10.70,9.00
1,4845,1,20292,0,10.13,7.86
1,131205,1,22098,1,11.50,10.56
1,107981,1,34352,0,11.50,10.43
1,13751,1,6314,0,7.76,8.53
1,35412,1,2536,0,9.59,8.13
1,79717,1,15228,0,10.78,8.14
1,35692,1,20906,0,10.14,8.92
1,24820,1,10996,0,10.17,7.43
1,137260,1,7460,0,11.92,9.02
1,5943,1,9644,0,10.36,8.62
1,79025,1,8911,1,11.39,8.61
1,53746,1,11404,0,11.06,9.32
1,83443,1,8795,4,10.60,9.34
1,17318,1,23060,0,10.92,10.07
1,80449,1,20914,0,11.08,8.52
1,81821,1,21282,0,11.40,9.73
1,79765,1,3800,1,10.99,9.34
1,10729,2,5222,0,9.39,8.62
1,87977,6,9386,0,10.62,9.07
1,11620,2,14949,0,10.44,8.26
1,24957,2,766,2,10.31,9.71
1,32465,2,17856,0,9.42,7.60
1,107253,6,13668,0,11.89,8.35
1,30252,2,5823,0,9.90,8.14
1,61833,1,18607,0,11.09,8.56
1,152241,1,14152,1,12.11,9.23
1,38946,1,6835,0,9.58,9.07
1,26635,1,11742,0,10.80,8.85
1,831372,1,84666,1,6.48,4.62
2,76158,1,1129,1,11.26,8.47
1,1313,1,15156,0,9.66,7.51
1,6328,1,18151,0,10.05,8.08
1,210970,1,36065,0,12.05,10.06
1,46910,1,3075,0,9.98,8.23
1,72562,1,12790,0,11.48,9.69
1,3768,1,16803,0,10.52,9.32
1,36801,1,8996,1,10.35,8.14
1,133534,1,12477,2,11.63,9.01
1,37270,1,5486,0,9.51,7.65
1,27421,1,6746,0,10.82,9.59
1,33475,2,17283,0,10.98,9.10
1,10340,1,10502,3,10.68,9.46
1,35243,2,9638,0,7.67,8.81
1,423039,1,23963,0,12.93,10.38
1,36558,6,8058,0,8.00,7.46
1,17057,1,11166,2,10.92,8.70
1,28453,1,5009,0,10.73,9.55
1,30275,1,17270,3,10.70,8.44
1,91288,1,8254,0,11.19,8.32
1,5282,1,5168,0,9.82,7.65
1,136053,1,6652,0,11.49,9.73
1,73328,1,17621,1,11.09,8.78
1,65277,1,19314,2,11.36,9.68
1,21957,1,20508,0,10.88,9.34
1,706,2,423,1,9.03,8.46
1,58631,1,16121,0,10.63,8.73
1,415200,1,11267,0,12.91,8.80
1,175722,1,2747,1,12.16,9.80
1,167752,4,5339,0,11.70,9.36
2,429619,5,112346,3,12.91,6.22
1,23171,1,8690,0,11.01,9.55
1,63134,1,31355,0,10.94,10.17
1,40771,1,20008,0,10.51,9.48
1,12533,1,1340,0,9.27,8.14
1,125037,1,15171,0,11.78,8.89
1,33845,1,18251,1,10.94,7.82
1,39519,2,7693,0,10.25,8.56
1,181696,1,324176,1,13.31,10.33
1,114472,1,26055,1,11.53,10.34
1,2939,1,6493,0,10.01,8.18
1,97883,1,3188,0,11.55,8.47
1,82924,1,11824,0,11.14,8.84
2,94208,1,26673,2,10.65,10.04
1,16563,1,679,0,10.16,7.70
1,21265,1,5044,2,10.41,8.22
1,226811,1,38792,0,12.05,9.96
1,127604,1,8970,2,11.85,8.90
1,204471,1,18877,3,12.29,9.65
1,32318,1,20153,0,10.55,8.15
1,110673,1,5271,2,11.84,8.92
1,17196,1,12000,0,10.56,8.50
1,73955,1,18824,0,10.82,8.38
1,35231,1,12456,0,10.12,8.58
1,103301,1,3670,0,11.63,8.55
1,1155,1,5369,0,9.83,8.66
1,30219,1,42341,0,9.63,10.32
1,49252,1,6462,2,11.22,9.36
1,2257,1,18540,0,10.23,9.22
1,10931,1,16995,0,10.47,8.35
1,79442,1,15868,0,10.99,8.87
1,51265,1,15442,0,10.59,9.51
1,147013,1,16888,0,12.39,9.43
1,46734,2,18109,6,9.06,8.38
1,68349,1,1425,1,11.02,9.51
1,90886,1,3666,0,11.32,9.61
1,10487,1,10843,0,7.36,7.59
1,20979,1,4615,2,10.88,9.92
1,65249,1,11432,2,11.13,8.60
1,56561,1,10581,2,11.48,9.01
1,15874,1,2794,0,10.53,8.54
1,95413,1,1927,3,11.42,8.97
2,131897,1,347,0,11.81,8.85
1,18458,1,17633,0,8.85,8.93
1,67708,1,1837,0,11.45,9.90
1,156672,6,20535,0,11.86,9.14
2,73563,1,21008,0,10.86,8.67
2,35391,1,15947,0,7.43,8.62
1,81014,1,9671,0,11.11,9.29
1,118241,1,5961,3,11.74,8.37
1,50085,1,8865,0,11.30,8.30
1,44308,1,7438,0,9.38,7.43
1,163637,1,8522,0,12.31,10.01
1,210716,1,36785,0,12.25,10.09
1,249,1,19068,0,9.77,7.93
1,102677,1,3451,0,11.50,8.50
1,137728,1,5257,0,11.30,8.18
2,24755,1,4560,0,10.26,7.54
1,83210,1,1063,0,11.43,9.95
1,7208,1,18253,0,9.30,7.50
1,111880,1,32217,0,11.73,10.85
1,40404,1,1524,2,10.20,7.59
1,87443,1,9583,0,11.47,9.68
1,59913,1,9676,2,10.86,9.01
2,1154,1,16633,0,10.91,8.53
1,38789,1,16281,0,7.76,8.37
1,8200,1,2958,0,10.31,9.32
1,37888,1,13422,0,10.36,8.69
1,80870,1,10932,1,11.23,9.52
1,56148,2,386,2,11.31,8.88
1,51838,1,3239,0,11.18,9.17
1,92575,1,14272,4,11.40,9.77
1,28782,1,7900,0,10.73,9.10
1,125814,1,41832,2,11.84,9.76
1,117994,1,10763,0,11.49,9.61
1,7299,1,14727,0,9.81,7.39
1,28978,1,2939,0,9.87,9.35
1,12212,1,10289,0,10.52,7.97
1,182681,1,15701,1,12.27,9.70
1,35251,1,17813,0,9.98,7.51
1,193300,1,4342,0,12.23,8.60
2,44831,1,8535,2,10.52,7.86
1,1842,4,10163,0,9.98,8.87
1,4399,6,9458,1,9.48,9.84
1,62116,1,10204,0,11.45,8.61
1,7335,1,6388,0,9.54,7.92
1,11429,1,17287,0,9.65,8.57
1,17169,1,19504,0,10.50,10.00
1,83357,1,7517,1,10.65,7.66
1,67488,1,13655,2,10.91,8.19
1,13045,1,8190,1,10.30,7.79
1,119664,1,12399,0,11.66,9.24
1,18934,1,14881,0,10.18,8.43
1,158928,1,10758,0,12.14,8.47
1,139248,1,14436,0,11.94,9.31
1,26507,1,16191,0,10.94,8.44
1,142932,1,18021,0,11.82,9.37
1,133125,1,4112,0,11.78,9.66
1,75442,4,4698,3,11.12,8.01
1,156610,1,53535,3,11.51,10.81
1,33050,1,10931,0,10.53,8.02
1,21972,1,17265,0,10.06,8.13
1,82680,1,11095,0,10.57,7.98
1,19471,1,19228,0,7.77,8.70
1,23895,1,16625,0,10.91,8.89
1,1092,1,10860,0,9.23,9.06
1,83571,1,17661,0,11.09,9.96
1,97690,1,10213,0,11.56,9.79
1,32757,1,7362,0,10.22,8.03
1,75994,1,9311,1,11.44,8.85
1,37323,1,9795,1,10.30,7.72
1,157921,1,13925,0,12.19,9.03
1,33015,3,1208,0,10.76,8.64
1,10035,1,15603,0,10.32,8.61
1,121437,1,20677,0,11.60,8.88
1,16424,1,9850,0,9.79,9.20
1,95013,1,1561,3,11.14,7.58
1,94697,1,4377,2,11.15,9.80
2,10125,1,2293,2,10.84,9.60
1,75228,4,5548,0,11.03,8.18
1,255770,1,38224,1,12.83,10.44
1,94537,2,122,0,10.80,9.13
1,380264,5,337444,6,8.96,12.96
1,28219,1,20067,0,7.55,8.07
1,82618,1,4031,0,11.36,9.07
1,80758,1,3789,0,11.37,8.13
2,17052,1,20624,0,9.06,8.73
1,44061,1,7758,0,10.55,9.04
1,139196,1,38603,2,11.67,10.20
1,111909,1,291,0,11.52,9.59
1,35955,1,21156,0,8.18,9.55
1,48509,1,450,0,10.89,8.99
1,375075,4,34264,0,12.41,10.21
1,27199,1,19831,0,10.33,8.95
1,381597,1,17766,0,12.77,9.79
1,161443,1,6696,0,12.38,9.75
1,30117,1,17570,0,10.27,8.02
2,111542,1,8453,2,11.70,9.55
1,37653,1,10722,0,9.39,6.74
1,28918,1,7820,1,10.45,8.62
2,47472,1,7638,0,6.76,8.01
1,48122,1,12470,0,11.24,9.14
1,102799,1,16720,0,11.57,9.29
1,2192,1,14965,0,9.92,7.58
1,6137,1,16423,0,10.12,8.79
1,92659,1,21655,0,10.73,10.41
1,45608,1,11399,0,9.79,8.27
1,71120,1,7597,0,11.05,9.33
