UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure,
1,443084,1,6580.5833,1,13.00151465,8.791878668,
1,209500,1,5064,0,12.25247902,8.529911964,
1,12000,1,1328.8834,0,9.392661929,7.19209432,
1,66020,2,4480.8333,2,11.09771301,8.407564313,
1,44052,1,22049.3333,0,10.69312603,10.00103764,
1,52518,1,7295,0,10.86891125,8.894944461,
1,42025,1,1636.0833,0,10.64601996,7.400060433,
2,120000,1,4524.0833,2,11.69524702,8.41717025,
1,98800,6,7005.9,1,11.50085288,8.85450793,
1,25626,2,1842.9,0,10.15136274,7.519095697,
1,155000,1,2696.0944,0,11.9511804,7.899559486,
1,35000,1,1252.1667,0,10.46310334,7.13263069,
1,113900,1,7978.75,2,11.64307615,8.984537037,
1,17000,1,3127.8,0,9.740968623,8.048085161,
1,119968,1,3078.3334,0,11.69498032,8.032143626,
1,39744,1,2222.3333,1,10.59021417,7.706312959,
2,56352,1,1870.3333,0,10.93937301,7.533871929,
1,199000,1,7985.6667,1,12.2010601,8.985403551,
1,39200,1,2864,0,10.57643203,7.959974528,
1,488584,1,8616.261,2,13.09926669,9.061406511,
1,20303,1,1932.6667,0,9.918523937,7.566656038,
1,23826,2,1964.6667,0,10.0785327,7.583077892,
2,125000,1,15088.25,0,11.73606902,9.621671574,
1,31172,1,5257.6667,0,10.34727553,8.567442614,
1,84000,1,3523.5833,0,11.33857208,8.167233734,
1,65000,1,3411.4167,2,11.08214255,8.134882939,
1,90000,1,2278.0833,0,11.40756495,7.731089711,
1,70000,2,2802.9166,0,11.15625052,7.938415797,
2,31000,1,3987,2,10.34174248,8.290794347,
1,343084,1,2925.7611,0,12.74573059,7.981309931,
1,7271,4,8076.7492,2,8.891649113,8.996744744,
1,14395,1,3691,0,9.574636203,8.213652703,
1,36000,1,3279.3333,3,10.49127422,8.095395419,
2,1626,1,2550.9334,0,7.39387829,7.84421461,
1,22000,2,2065.1667,0,9.998797732,7.632966229,
1,96600,1,5605.0833,1,11.47833402,8.631429197,
1,12804,1,841.3333,0,9.457512901,6.734987895,
1,53652,1,1947.3333,0,10.89027403,7.574216177,
1,73826,1,3365.6666,0,11.20946625,8.121381321,
1,123770,2,3535.4167,0,11.72618028,8.17058645,
1,35000,1,4812.15,0,10.46310334,8.478899249,
1,40600,1,3487.25,3,10.61152335,8.156868739,
1,76400,1,2917.4166,0,11.24373798,7.978453778,
1,14000,1,3813.5833,0,9.546812609,8.246324525,
1,187400,1,16335.511,0,12.14100065,9.701096606,
1,14524,1,1940.3333,0,9.583557733,7.570615041,
2,1626,1,1720.3333,0,7.39387829,7.45027333,
1,40799,1,3895.6667,1,10.61641285,8.267620112,
1,21594,1,3024.4,0,9.980170777,8.014468004,
1,41000,1,2748.4167,2,10.62132735,7.918780279,
1,133600,1,5670.7166,0,11.80260554,8.643070773,
1,150000,1,3696.6333,0,11.91839057,8.215177765,
1,70422,4,5371.6166,1,11.16226099,8.588884185,
2,35000,3,1179.8334,0,10.46310334,7.073128521,
1,36000,1,2722.9666,1,10.49127422,7.909477227,
1,30200,1,3277.9167,0,10.3155972,8.094963347,
1,157900,1,6816.0944,0,11.9697172,8.827041918,
1,185186,6,8870.5944,1,12.129116,9.090497085,
1,160200,1,6999,0,11.98417831,8.853522561,
1,10626,1,948.6667,0,9.271059107,6.855057525,
1,78000,4,3606.25,3,11.26446411,8.19042373,
2,7000,2,1960.45,3,8.853665428,7.580929318,
1,29175,1,5958.3333,0,10.28106746,8.692546073,
1,59900,1,5380.1666,3,11.00043178,8.590474619,
1,134000,1,6512.5833,0,11.80559508,8.781491477,
1,155000,1,8441.1667,2,11.9511804,9.040875813,
2,129030,1,3363.3333,0,11.76780021,8.120687815,
1,3252,1,5056.95,0,8.087025471,8.528518814,
1,112982,1,5411.6667,0,11.63498379,8.596312402,
1,63000,1,3293.6667,0,11.05089001,8.099756722,
1,15000,1,599,0,9.61580548,6.395261598,
1,63430,1,4758.0833,0,11.05769221,8.467600198,
1,64900,1,6749.8333,0,11.0806029,8.817273087,
1,3104,1,938,0,8.040446881,6.843749949,
1,65306,1,3986,0,11.08683919,8.290543501,
1,110000,2,6717.5666,0,11.60823564,8.812481255,
1,38000,1,1697.25,0,10.54534144,7.436764573,
1,39143,1,2734.05,0,10.57497689,7.913539305,
1,1626,1,2485.4667,0,7.39387829,7.818215728,
1,112483,1,4967.15,0,11.63055738,8.510601514,
1,57200,1,4586.3334,0,10.95430918,8.43083616,
1,3000,1,2683.2834,0,8.006367568,7.894796473,
1,109800,1,8378.8333,0,11.60641581,9.033463959,
1,17000,2,1635.8,0,9.740968623,7.39988726,
1,130500,1,8850.5,2,11.77912851,9.088229234,
1,58650,1,6732.4167,2,10.97934285,8.814689452,
1,6000,1,1220.5833,1,8.699514748,7.107084138,
1,68496,1,3307.25,0,11.13453063,8.103872307,
1,30000,2,1543.9167,0,10.30895266,7.342077778,
1,104146,1,5562.9167,0,11.55354904,8.623877836,
1,45000,1,5096.1,3,10.71441777,8.53623082,
1,6722,1,1268.25,0,8.813141008,7.145393276,
1,55010,1,3309.3334,0,10.91527027,8.104502058,
1,354784,1,8601.9278,2,12.77926443,9.05974162,
2,10044,1,1730.3,0,9.21473072,7.456050083,
1,439406,1,15345.3444,1,12.99317909,9.638567411,
1,150000,1,7903.4277,1,11.91839057,8.97505183,
1,8934,1,3125,0,9.097619502,8.047189562,
1,3166,1,1175,0,8.06022424,7.069023427,
1,17298,1,1747.8333,0,9.758346167,7.466132186,
1,37000,2,1578.5,0,10.51867319,7.364230308,
1,38812,1,1371.5,0,10.56648476,7.22366031,
1,111000,1,16679.9278,0,11.61728548,9.721961347,
1,52000,6,4321.5,0,10.858999,8.371357843,
1,43000,1,3364.7,2,10.66895539,8.121094085,
1,63032,1,3236.25,0,11.05139781,8.082170531,
1,41000,1,5778.0833,2,10.62132735,8.661827298,
1,146200,1,6373.0334,0,11.89273083,8.759830836,
1,30000,1,2882.9167,0,10.30895266,7.966557804,
1,33461,1,2816.3333,1,10.41813586,7.94319107,
1,150,1,7680.6667,0,5.010635294,8.946461632,
1,1626,1,1689,0,7.39387829,7.431891917,
1,86000,1,3797.85,2,11.36210258,8.242190396,
1,45000,2,2485.9167,0,10.71441777,7.818396764,
1,162200,1,7908.6667,3,11.99658542,8.975714488,
1,52612,1,8030.6667,0,10.87069951,8.99102283,
2,85000,1,14544.25,0,11.35040654,9.584951005,
1,9900,1,3838.4166,0,9.200290036,8.252815217,
1,26674,1,2749.5,0,10.19144459,7.919174356,
1,173000,1,5806.9167,1,12.06104687,8.666805021,
1,41000,1,3011.4167,0,10.62132735,8.010165911,
1,106589,6,5205.75,0,11.5767356,8.557519063,
1,423085,1,18593.9278,4,12.95532838,9.830590344,
1,1360,1,3928,0,7.215239979,8.275885669,
1,52200,1,2090.3333,0,10.86283777,7.645078806,
1,66852,1,25110.3333,0,11.1102365,10.13103473,
2,388,1,99.6667,0,5.96100534,4.601831619,
1,23405,1,4112.25,4,10.06070495,8.321725603,
1,22050,1,1680.5,0,10.00106788,7.426846647,
1,113000,1,3737.6333,0,11.6351431,8.226207883,
1,11226,1,1263.6667,0,9.325987796,7.141772853,
1,133852,1,9940.9166,1,11.80448999,9.204414509,
1,56136,1,1708.3333,0,10.9355326,7.443273496,
1,36546,1,4006,0,10.50632702,8.295548516,
1,120000,1,4773.5944,0,11.69524702,8.470854843,
1,58000,2,2748.4167,0,10.96819829,7.918780279,
1,1239,1,839.3333,0,7.122059882,6.732607886,
1,68292,1,2707.25,0,11.13154791,7.903688639,
1,34000,4,2906.7667,3,10.4341158,7.974796643,
1,78000,4,19289,0,11.26446411,9.867290264,
1,1600,1,2659.7166,0,7.377758908,7.885974855,
1,150700,1,6920.9167,2,11.92304638,8.842303511,
1,4000,1,960,0,8.29404964,6.866933284,
1,34000,1,2309.65,1,10.4341158,7.744851277,
1,348084,4,32829.7611,0,12.76019911,10.39909073,
1,13218,1,4057.3333,0,9.489334816,8.308281214,
1,76000,2,4748.0834,0,11.23848862,8.465496321,
1,104000,1,3690.75,0,11.55214618,8.213584968,
1,69000,1,2895.25,0,11.14186178,7.970826742,
1,19800,5,1305.6667,0,9.893437217,7.174469071,
1,41382,1,6705,0,10.63060128,8.810608796,
1,85400,1,5544,0,11.35510138,8.620471541,
1,74386,1,6554.3333,0,11.21702303,8.787881682,
1,23942,1,2410.6667,0,10.08338952,7.787658627,
1,300000,1,12119.0111,0,12.61153775,9.402530664,
1,38600,1,1436.2667,0,10.56100756,7.269802457,
1,24414,1,2670.6667,0,10.10291202,7.890083421,
1,25000,1,4056.0833,2,10.1266311,8.307973083,
1,74786,2,4223,0,11.22238598,8.348301055,
1,200000,1,6195.0944,0,12.20607265,8.731513032,
1,21267,2,1543,0,9.964911855,7.341483852,
1,113000,2,3405.35,1,11.6351431,8.133103003,
1,149300,1,8994,0,11.91371298,9.104312967,
1,46200,1,2787.25,0,10.74073508,7.932810726,
1,56762,1,1038.8334,0,10.94662237,6.945853632,
1,43524,1,3488.6667,0,10.68106779,8.157274908,
1,290000,1,10715,2,12.5776362,9.279399908,
1,6270,6,2268,3,8.743531634,7.726653665,
1,183000,1,6941.3334,0,12.11724143,8.845249168,
1,72801,2,5458.75,0,11.19548497,8.604975105,
2,21762,1,2026.3333,0,9.987920609,7.613983183,
1,30012,1,2141.3333,0,10.30935258,7.669183951,
1,380710,2,4395.0944,0,12.84979321,8.388244289,
1,18942,1,2379.6667,2,9.849136958,7.774715715,
1,43000,1,7477.4667,0,10.66895539,8.919649337,
1,10000,1,11741.177,0,9.210340372,9.370857344,
1,49000,1,3073.55,0,10.79957558,8.030588524,
1,87940,1,4341.5167,0,11.38441004,8.375979036,
1,86000,2,4418.1,2,11.36210258,8.393465018,
1,14114,1,2010.3333,0,9.554922492,7.606055808,
1,20000,1,3056.3333,0,9.903487553,8.024971208,
1,52196,1,3368,0,10.86276114,8.122074375,
1,7200,1,4769.9167,0,8.881836305,8.47008412,
1,43626,1,4574,0,10.68340858,8.428143375,
1,160000,1,8439.75,0,11.98292909,9.040707966,
2,13722,1,1884.6667,0,9.526755663,7.541506267,
2,83986,1,7033.75,0,11.3384054,8.858475271,
1,76000,1,3004.0834,0,11.23848862,8.007727775,
2,27840,1,2703.4834,0,10.23422911,7.902296369,
1,62000,1,3847.25,3,11.03488966,8.255113886,
1,198000,1,10668,1,12.19602231,9.275003885,
1,66000,1,2982.75,0,11.09741002,8.000600973,
1,60300,1,6100.8333,4,11.00708738,8.716180647,
1,19200,1,963.1666,3,9.862665558,6.870226398,
1,79600,1,3662.9166,0,11.28476937,8.206014994,
1,140200,1,7675.6834,0,11.85082525,8.945812611,
2,98002,1,5740.3,2,11.49274317,8.655266753,
1,150200,1,16411.7611,0,11.91972302,9.705753497,
1,267999,1,6945.3333,0,12.49873853,8.845825245,
1,301080,1,37556.5664,2,12.61513129,10.53360351,
1,37216,1,13010,0,10.52449406,9.473473572,
1,52000,1,5926,0,10.858999,8.687104728,
1,17800,4,6065.75,0,9.786953736,8.710413474,
1,50996,1,13315.25,1,10.83950248,9.496665274,
1,74005,1,13203.5499,1,11.21188794,9.488241004,
2,11148,1,6742,0,9.319015389,8.816111896,
1,41460,1,8259.2831,0,10.63248439,9.019093071,
1,23000,1,10070.0001,2,10.04324949,9.217315996,
1,13998,2,3849,0,9.546669741,8.255568653,
1,2304,1,361,0,7.742402022,5.888877958,
1,47000,1,13149.3001,3,10.75790288,9.484123812,
2,41426,1,10915.25,0,10.63166398,9.297916173,
1,30000,1,9241.5999,0,10.30895266,9.131470299,
1,18970,1,8855,0,9.850614063,9.08873755,
1,21600,6,4051,0,9.980448594,8.306719043,
1,29000,1,6511.7501,0,10.27505111,8.781363532,
1,19000,1,5654.0001,2,9.852194258,8.640118556,
1,100000,1,23127.8501,0,11.51292546,10.0487928,
1,37774,1,8496.75,0,10.53937631,9.047439016,
1,162663,1,27892,0,11.99943585,10.23609519,
1,54326,1,8965,0,10.90275821,9.101083386,
1,83000,1,12108.5001,0,11.32659589,9.401662973,
1,69651,1,4822.75,0,11.15125234,8.481099584,
1,31866,1,7160.7501,0,10.36929489,8.876370017,
1,33252,1,6898,0,10.41187019,8.838986793,
1,150000,1,13807.6832,1,11.91839057,9.53298047,
1,28600,2,7726.6001,0,10.261162,8.952424213,
1,110000,1,20464.2501,0,11.60823564,9.926434745,
1,218000,1,38594.033,0,12.29225034,10.56085296,
1,43500,1,14317.9999,1,10.68051622,9.569272759,
1,27000,1,7951.5001,0,10.20359214,8.981115882,
1,27980,1,4869.9999,0,10.23924525,8.490849196,
1,8152,1,1457.5999,0,9.006018575,7.284546458,
1,78026,1,13710.25,0,11.26479738,9.525899007,
1,21762,1,2594,0,9.987920609,7.860956365,
1,60500,1,16418,4,11.01039864,9.706133573,
1,34000,1,8718.2,1,10.4341158,9.073168074,
1,24434,1,13467,0,10.10373088,9.507997527,
1,26052,1,8610.25,0,10.16784982,9.060708633,
1,44780,1,12318.2501,0,10.70951689,9.41883719,
1,15168,2,11176.2999,1,9.626943224,9.321550735,
1,153000,1,23225.2501,1,11.9381932,10.05299533,
1,17202,2,2463.7501,0,9.752780935,7.809439899,
1,83120,5,7453.0001,1,11.32804063,8.916371928,
1,9400,1,8352.6499,2,9.148464968,9.030334121,
2,38152,1,14367,0,10.54933346,9.572689189,
1,83000,1,17672.5,0,11.32659589,9.779765038,
1,54166,1,9365.5002,0,10.89980868,9.144788025,
1,27332,1,7358.5001,0,10.21581346,8.9036114,
1,5661,2,4179,2,8.641355834,8.337827262,
1,95452,1,13274,0,11.46637878,9.493562514,
1,83569,1,36756,0,11.33342792,10.51205676,
1,110000,1,25732,2,11.60823564,10.15549063,
1,139000,1,16075.5001,1,11.84222921,9.685051659,
2,19000,1,12085.5,0,9.852194258,9.399761666,
2,400,1,3059.75,0,5.991464547,8.026088492,
1,134322,1,12940.5001,0,11.80799518,9.468117215,
1,14938,1,13777.9001,0,9.611663581,9.530821145,
1,2000,1,4799.5499,0,7.60090246,8.476277422,
1,7000,1,11928.8333,2,8.853665428,9.386713715,
1,471252,4,27002.8164,1,13.06314826,10.20369645,
1,23400,1,3912.7501,0,10.0604913,8.271995756,
1,31626,1,10724,0,10.36173485,9.280239499,
1,122000,1,27796.5,0,11.71177632,10.23266539,
1,40000,1,26365.2832,0,10.59663473,10.17980339,
1,58000,1,7068,0,10.96819829,8.863332833,
1,188200,1,23610.25,0,12.14526051,10.06943622,
1,55240,2,3349.6,1,10.91944261,8.116596215,
1,14574,1,3606,0,9.586994398,8.190354404,
1,150000,1,18160,1,11.91839057,9.806976652,
1,230,2,2644.5,0,5.438079309,7.880237291,
1,70186,1,13705.4999,0,11.15890414,9.525552484,
1,30000,2,4470.7999,0,10.30895266,8.40532262,
1,162000,1,27687.5499,2,11.99535161,10.22873813,
1,136408,1,26007.2501,0,11.82340567,10.16613063,
1,38600,1,10684,6,10.56100756,9.276502574,
1,17958,1,4168,0,9.795790977,8.335191583,
1,130426,1,40512.5332,0,11.7785613,10.60936667,
1,178000,1,25624.25,2,12.08953883,10.15129445,
1,100000,1,27665.7999,1,11.51292546,10.22795227,
1,37320,1,10889,0,10.52728465,9.295508384,
1,756,2,9596.1,2,6.628041376,9.169112045,
1,70801,1,14094.7501,0,11.1676284,9.553557674,
1,20546,1,6211,0,9.930421554,8.734077193,
1,42000,1,11677.25,2,10.6454249,9.365397783,
1,10116,1,3435,0,9.221873608,8.141772205,
1,11418,1,4586.4999,2,9.342946337,8.430872463,
2,83252,1,12109,0,11.32962743,9.401704257,
1,230600,1,23873.0001,2,12.34843989,10.0805034,
1,63000,1,9979.0001,0,11.05089001,9.208238174,
2,2000,1,7312.6499,0,7.60090246,8.89736099,
1,130200,1,14868.25,0,11.77682701,9.606983346,
1,37000,1,12736.7501,0,10.51867319,9.452246802,
1,206000,1,27029.7832,0,12.23563145,10.20469462,
2,2080,1,4780,0,7.640123173,8.472195825,
1,184000,1,30419.2499,0,12.12269104,10.32283091,
1,130000,6,16702.7833,0,11.77528973,9.723330649,
1,39744,1,9574,0,10.59021417,9.16680637,
1,40800,1,6716,0,10.61643736,8.812248018,
1,80000,1,7479,0,11.28978191,8.919854372,
1,171201,1,27053.6333,1,12.05059358,10.20557659,
2,32186,3,10276,0,10.37928685,9.237566358,
1,53252,1,22222,0,10.88279064,10.00883807,
1,53017,2,13759.5001,0,10.8783679,9.529484781,
1,24562,1,14322.2499,0,10.10895581,9.569569544,
1,50706,1,8905.5001,0,10.83379953,9.094424354,
1,100000,1,23935.7499,0,11.51292546,10.08312843,
1,3456,1,5958,0,8.14786713,8.692490133,
1,21770,1,5741,0,9.988288154,8.65538869,
1,107200,4,13498.5001,0,11.58245153,9.510333855,
1,24526,1,38112,0,10.10748906,10.54828447,
1,65000,1,13474.2501,3,11.08214255,9.508535743,
1,65400,1,15714.5,0,11.08827754,9.662339132,
1,686267,1,53214.7833,2,13.43902204,10.88209152,
1,22071,1,4009.5001,0,10.00201981,8.296421849,
1,8076,1,1834.5,0,8.996651979,7.514527244,
1,1860,2,2853,0,7.528331767,7.956126351,
1,203186,1,36692.1999,0,12.22187709,10.51031947,
1,70000,1,20074.9999,0,11.15625052,9.907230534,
1,364510,1,20247.2499,0,12.80630926,9.915774256,
1,193000,4,38294.2331,0,12.17044547,10.55305459,
1,45000,2,9231.7501,0,10.71441777,9.130403919,
1,53000,1,10450.7501,0,10.87804719,9.254429035,
1,110800,6,23198.9998,2,11.61548205,10.05186444,
1,107000,1,10567.2001,0,11.58058411,9.265510153,
1,150800,1,35912.7501,0,11.92370973,10.48884767,
1,11900,1,14084.4999,1,9.384293679,9.552830174,
1,10015,1,5678,0,9.211839248,8.644354337,
1,50000,1,16976.4999,2,10.81977828,9.739585308,
1,189000,1,21670.6498,0,12.14950229,9.98371408,
1,10000,1,6632.25,0,9.210340372,8.799699392,
1,381484,1,57067.2832,2,12.85182419,10.95198626,
1,1400,1,2100.7501,0,7.244227516,7.65004975,
1,94000,1,13940.9997,0,11.45105006,9.542589396,
1,224000,1,30281.25,0,12.31940133,10.31828399,
1,105050,1,10307.5,0,11.56219171,9.240627065,
1,11226,1,14735.9,2,9.325987796,9.598041972,
1,93526,1,13667.25,0,11.44599475,9.522757739,
1,343284,1,31387.2833,0,12.74631337,10.3541581,
1,18000,1,7762.75,2,9.798127037,8.957091932,
1,16866,1,2744.5,0,9.73305504,7.917354188,
1,145778,1,29469.2499,2,11.8898402,10.29110262,
1,31600,1,10150.75,2,10.3609124,9.225302873,
1,181430,1,13473.1999,0,12.10862518,9.508457799,
1,25000,1,5008.2501,0,10.1266311,8.518841852,
1,2691,1,717.5001,0,7.897668151,6.575773087,
1,95000,1,11797.0001,0,11.46163217,9.375600549,
1,40000,1,11764.2499,0,10.59663473,9.372820542,
1,140000,1,20034.5501,1,11.8493977,9.905213567,
1,17000,1,2250.0999,0,9.740968623,7.718729894,
1,47550,1,7423,0,10.76953707,8.912338567,
1,26196,1,23112.3999,0,10.17336201,10.04812454,
1,64000,1,4305,0,11.06663836,8.367532417,
2,41652,1,19746.5,0,10.63710467,9.890731539,
1,73100,1,11726.7499,3,11.19958365,9.369627827,
1,74492,2,12769.4998,3,11.21844702,9.454814778,
2,40180,1,10844,0,10.60112464,9.291367211,
1,26191,2,6536.0001,3,10.17317112,8.785080652,
1,9000,1,9181.2501,1,9.104979856,9.124918651,
1,68000,1,19935.4001,0,11.12726298,9.90025233,
1,14000,2,3907.75,0,9.546812609,8.27071704,
1,54000,1,11528.75,2,10.89673933,9.352599195,
1,112752,1,11150,0,11.632946,9.319194777,
1,216500,1,22883.0001,2,12.28534583,10.03814956,
1,9499,1,5841,0,9.158941809,8.672657294,
1,1626,2,7382.25,0,7.39387829,8.906833749,
1,28275,1,5854.25,1,10.2497333,8.674923172,
2,74800,1,18877.7501,1,11.22257316,9.845739264,
1,26970,1,9076,0,10.20248042,9.113388846,
2,39672,1,9813,0,10.58840093,9.191463316,
1,48526,1,4381,0,10.78985502,8.385032288,
2,31572,1,6864.5,0,10.36002593,8.834118482,
1,61800,1,8727,0,11.03165864,9.074176947,
1,150000,1,22025.5,0,11.91839057,9.999956152,
1,206040,1,21913.75,0,12.2358256,9.994869573,
1,130225,1,15356.3502,0,11.777019,9.639284361,
1,102946,1,19136.0001,3,11.54195986,9.859326662,
1,82000,1,12455.8501,0,11.31447453,9.429945679,
1,32052,1,9833,0,10.37511486,9.193499355,
1,105050,1,15095.2501,0,11.56219171,9.62213541,
1,213000,2,19472.8001,1,12.26904744,9.876773904,
1,42010,2,10358.5,1,10.64566296,9.245562718,
1,82350,1,28599.4999,0,11.31873374,10.26114451,
1,38000,1,6244.75,0,10.54534144,8.73949639,
1,77000,1,9308.7501,2,11.2515607,9.138710108,
1,2000,1,29356.0999,1,7.60090246,10.28725564,
1,155200,6,16596.65,0,11.95246989,9.716956147,
1,150000,1,12976.2501,0,11.91839057,9.47087605,
1,205000,1,24697.4998,2,12.23076526,10.11445729,
1,31500,1,7969.4999,2,10.35774282,8.983377022,
1,12952,1,6977,0,9.469005495,8.850374304,
2,38264,1,8371.0001,0,10.55226479,9.032528643,
1,102450,1,10632.75,0,11.53713015,9.27169414,
1,150025,1,28611.9999,1,11.91855723,10.26158149,
1,15861,2,6990,2,9.671618545,8.852235835,
1,103250,1,17120.4999,1,11.54490851,9.748031849,
1,24798,1,23242,0,10.11851828,10.05371627,
1,2400,1,3464,0,7.783224016,8.15017927,
1,51000,1,14037.25,3,10.83958091,9.549469789,
1,68181,1,6089.5,0,11.12992121,8.714321256,
1,66000,1,15118,3,11.09741002,9.623641366,
1,23958,1,6056.75,1,10.08405758,8.708928632,
1,46000,1,8037.7499,0,10.73639668,8.99190446,
1,184000,1,23668.25,0,12.12269104,10.07188977,
1,143000,1,23986.1333,1,11.87059991,10.08523116,
1,97213,1,13822.9999,0,11.48465973,9.534089143,
1,2341,2,3099.6001,0,7.758333467,8.039028382,
1,3252,1,14178.25,0,8.087025471,9.559464379,
1,68052,2,13094,0,11.1280274,9.479909389,
2,1900,1,8521.2499,0,7.549609165,9.050318311,
1,82000,1,12701.95,0,11.31447453,9.449510804,
1,132000,1,19725.2502,3,11.7905572,9.88965483,
1,60007,1,9285.6499,0,11.0022165,9.136225466,
1,96546,1,13695.9,0,11.47777486,9.524851797,
1,94000,1,14071.75,1,11.45105006,9.55192452,
1,69200,1,11631.0001,0,11.14475614,9.361429235,
1,104000,1,17011.9999,0,11.55214618,9.74167425,
1,62436,1,34014.5309,0,11.04189731,10.43454309,
1,36000,1,10184.0002,0,10.49127422,9.22857316,
1,30000,2,5020.1999,0,10.30895266,8.521225033,
1,2087,1,4806.9999,1,7.643482907,8.477828447,
1,29000,2,5919.7501,0,10.27505111,8.686049514,
1,90932,1,17336.2501,0,11.41786725,9.76055497,
1,30000,4,10545.25,1,10.30895266,9.263430801,
1,81000,1,25323.0333,0,11.30220443,10.13946967,
1,76304,1,44958.4999,0,11.24248064,10.71349512,
1,34000,1,8691.25,2,10.4341158,9.070072051,
1,26732,1,4872,2,10.19361663,8.491259809,
1,129000,1,17280.5001,1,11.76756768,9.757333983,
1,66000,1,14060.25,0,11.09741002,9.551106946,
1,160200,1,11684,1,11.98417831,9.365975664,
1,10960,4,9783.4999,2,9.302007561,9.188452562,
1,52000,2,8010.5,0,10.858999,8.98850846,
1,77000,1,12317.4499,0,11.2515607,9.418772227,
1,46000,1,8226.2832,0,10.73639668,9.015089576,
1,22000,2,5480.75,0,9.998797732,8.608997232,
1,34556,1,6448,0,10.45033648,8.771525284,
1,95000,1,9856.0001,0,11.46163217,9.195835696,
1,28050,1,5726,5,10.24174391,8.652772486,
1,150000,1,15325.7501,2,11.91839057,9.637289706,
1,33000,1,15463.9331,0,10.40426284,9.646265695,
1,21612,1,5844,0,9.981003995,8.673170773,
1,30326,1,17104.3999,0,10.31976071,9.747091013,
1,443484,1,69696.2331,1,13.002417,11.15190155,
1,47655,6,10937.25,0,10.77174284,9.299929673,
1,18626,1,8634,0,9.832313733,9.063463176,
1,358084,1,22400.2833,0,12.78852287,10.01682889,
1,43698,1,8142.25,0,10.68505761,9.004821834,
1,433084,1,25235.0333,0,12.97868698,10.13598852,
1,48020,2,16127.2499,3,10.77937287,9.688265661,
2,36226,1,3707.7501,0,10.49753237,8.21818053,
1,68112,1,7707.2499,0,11.12890869,8.94991671,
1,123226,2,7792.8999,0,11.72177535,8.960968329,
1,959562,1,32364.5332,0,13.77423221,10.38481845,
1,118000,1,7714.95,4,11.6784399,8.950915284,
1,43581,1,10905,0,10.68237655,9.296976679,
1,118000,1,14501.7499,0,11.6784399,9.582024604,
1,20826,1,10680,0,9.943957485,9.276128113,
1,76026,1,9240.8,0,11.23883067,9.131383741,
1,134000,1,10246.75,0,11.80559508,9.234715861,
1,67000,1,10907.5001,2,11.1124479,9.297205914,
1,80000,1,15514.0999,0,11.28978191,9.64950456,
1,47000,1,12668.0001,2,10.75790288,9.446834416,
1,3060,1,7638,0,8.026170195,8.940891068,
1,20000,1,5890,0,9.903487553,8.681011277,
1,88000,1,20908,0,11.38509209,9.94788714,
1,343284,4,47083.2832,2,12.74631337,10.7596733,
1,11238,1,2307,0,9.327056172,7.743703258,
1,155000,1,22669.5001,1,11.9511804,10.02877569,
1,14364,2,5527.5,0,9.572480355,8.617490913,
1,31786,1,7499.4999,0,10.36678122,8.922591617,
1,686167,1,71895.9671,3,13.43887632,11.18297545,
1,15786,1,3982,0,9.66687875,8.289539485,
1,464710,1,48309.5,0,13.04916883,10.78538351,
1,150000,1,42562.2832,2,11.91839057,10.65872377,
2,50000,1,8979.25,0,10.81977828,9.102671639,
1,12482,1,3488,1,9.432042885,8.157083785,
2,3826,2,8820,0,8.24957515,9.084777149,
1,35000,1,7334.5001,0,10.46310334,8.900344536,
2,14123,1,4440,2,9.555559953,8.398409655,
1,32000,1,11914.5499,2,10.37349118,9.385515613,
1,15000,2,5501.0001,1,9.61580548,8.612685191,
1,3950,1,12118.5001,2,8.281470858,9.402488498,
1,38106,1,4486,0,10.54812703,8.408716715,
1,300,1,4147.9999,0,5.703782475,8.330381545,
1,138200,1,19814.25,1,11.83645719,9.894156655,
1,85132,1,8207.0001,0,11.35195827,9.01274274,
2,45004,1,30957.7501,0,10.71450665,10.34037865,
1,11856,1,6120,0,9.380589348,8.719317376,
1,3252,1,5416,0,8.087025471,8.597112815,
1,31732,1,5475,0,10.36508091,8.607947555,
1,70000,1,15557.75,2,11.15625052,9.652314186,
1,53933,1,27987.2475,0,10.89549781,10.23950424,
1,140030,1,38504.5664,2,11.84961196,10.55853212,
1,71840,1,11127.1501,2,11.1821967,9.317143356,
2,40551,1,4114.4999,0,10.61031572,8.322272575,
1,75000,4,16855,2,11.22524339,9.732402628,
1,146800,1,35792,3,11.8968264,10.48547968,
1,220000,1,39917,1,12.30138283,10.59455758,
1,433084,1,35248.2171,0,12.97868698,10.47017023,
1,37200,1,10229.4,0,10.52406404,9.233021206,
1,66875,1,9762.2499,0,11.11058048,9.186278175,
1,77020,1,9835.75,0,11.25182041,9.193778986,
1,70000,1,13990.75,2,11.15625052,9.546151676,
2,6690,1,4033,0,8.808369153,8.302265795,
1,25000,1,16133.2501,0,10.1266311,9.688637645,
1,120100,2,13263.9998,0,11.69608001,9.492808862,
1,60000,1,11175.7499,1,11.00209984,9.321501522,
2,20045,1,2895,0,9.905735025,7.97074039,
1,110000,1,9175.9999,0,11.60823564,9.124346648,
1,123950,4,21069.1501,0,11.72763354,9.955565169,
1,26706,1,6526.25,5,10.19264354,8.783587785,
1,344020,1,70614.9664,0,12.74845507,11.16499739,
1,45600,1,7557,3,10.727663,8.930229565,
